SampleID,sequencing_well,batch,project,field,sample_name,fk_num,sampling_method,gps_latitude,gps_longitude,field_length,field_width,field_diag,sample_ms,transect_length ,transect_width,transect_diag,sample_x,sample_y,"x,y",x_ms,y_ms,collection_day,collection_month,collection_year,year_start,date,days,crop_rotation_primary_y0,crop_rotation_companion_y0,crop_rotation_primary_y1,crop_rotation_companion_y1,crop_rotation_primary_y2,crop_rotation_companion_y2,crop_rotation_primary_y3,crop_rotation_companion_y3,crop_rotation_primary_y4,crop_rotation_companion_y4,crop_rotation_primary_y5,crop_rotation_companion_y5,wheat_cultivar,take_all_seen,take_all_evidence,take_all_time,fertiliser_use,fertiliser_use_nitrogen,fertiliser_use_phosphous,fertiliser_use_potassium,fertiliser_use_micronutrients,fertiliser_use_other,fertiliser_application_rate_monthly,fertiliser_application_rate_every_six_months,fertiliser_application_rate_yearly,fertiliser_application_rate_every_two_years,fertiliser_application_rate_every_other,manure_use,manure_application_rate_monthly,manure_application_rate_every_six_months,manure_application_rate_yearly,manure_application_rate_every_two_years,manure_application_rate_other,pesticides__insecticides_use,fungicides_use,herbicides_use,tillage,tillage_method,soil_texture,fertility,soil_ph,available_p,available_k,available_mg,available_na,available_ca,extractable_cu,extractable_zn,extractable_mn,extractable_fe,extractable_so4,extractable_mo,extractable_co,ECEC,h_TN,h_TC,moisture_content,dh_TN,dh_TC
1_demultiplex.bc1015--bc1076.hifi_reads,E1,1,sample,2AY.01,2AY.01.15,NA,NA,53.17379,-0.37644,1020,344.97,1050,90,980.12,327.9,900,5,6,"5,6",,,7,8,2024,01/01/2024,08/07/2024,219,group_1,NA,oats,vetch,2nd_wheat,NA,group_1,NA,OSR,NA,NA,NA,Crusoe; skyscraper; crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Tillage,Peaty,low to high,7.4,27.6,294,221,14.7,4765.9,4.3,7.8,41,393.3,760.6,0,0.3,34.7,0.582,7.86,5.7,0.615,8.31
1_demultiplex.bc1015--bc1082.hifi_reads,E2,1,farmer_kit,5RJ.03,5RJ.3.217.FK,217,IFK,53.216194,-0.159944,889.1,279.33,948.56,NA,NA,NA,NA,NA,NA,NA,,,6,8,2024,01/01/2024,08/06/2024,218,feed_wheat,NA,pre_pack,NA,group_2,NA,maize_forage,NA,spring_wheat,NA,NA,NA,Crusoe; Extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Tillage,Loamy and clayey,moderate,8.2,19.6,209,41,14.7,2299,3.8,5.3,42.8,60.5,28.9,0,0.2,16.2,0.156,5.03,1.9,0.159,5.12
1_demultiplex.bc1015--bc1083.hifi_reads,E3,1,sample,4QG.03,4QG.03.08,NA,NA,51.264389,-0.35525,298.63,193.87,347.32,30,275.96,165.01,300,8,8,"8,8",,,28,8,2024,01/01/2024,28/08/2024,240,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,lime-rich,7.3,32.8,247,96,22.4,2924.2,5,6.9,143.8,241.9,62.5,0,1,21.1,0.164,1.86,2.32,0.168,1.9
1_demultiplex.bc1015--bc1089.hifi_reads,E4,1,sample,4QG.03,4QG.03.16,NA,NA,51.264389,-0.35525,298.63,193.87,347.32,30,275.96,165.01,300,6,5,"6,5",,,28,8,2024,01/01/2024,28/08/2024,240,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,lime-rich,7.3,32.8,247,96,22.4,2924.2,5,6.9,143.8,241.9,62.5,0,1,21.1,0.164,1.86,2.32,0.168,1.9
1_demultiplex.bc1015--bc1096.hifi_reads,E5,1,sample,4QG.02,4QG.02.03,NA,NA,51.260778,-0.35475,215.07,148.13,243.37,22,195.51,125.37,220,3,3,"3,3",,,28,8,2024,01/01/2024,28/08/2024,240,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,high,8,17,126,37,16.3,2475.6,3.7,24.7,100.5,74.7,42,0,0.3,17.1,0.293,5.3,2.64,0.3,5.44
1_demultiplex.bc1015--bc1098.hifi_reads,E6,1,sample,4QG.02,4QG.02.11,NA,NA,51.260778,-0.35475,215.07,148.13,243.37,22,195.51,125.37,220,1,10,"1,10",,,28,8,2024,01/01/2024,28/08/2024,240,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,high,8,17,126,37,16.3,2475.6,3.7,24.7,100.5,74.7,42,0,0.3,17.1,0.293,5.3,2.64,0.3,5.44
1_demultiplex.bc1015--bc1100.hifi_reads,E7,1,sample,4QG.02,4QG.02.19,NA,NA,51.260778,-0.35475,215.07,148.13,243.37,22,195.51,125.37,220,9,2,"9,2",,,28,8,2024,01/01/2024,28/08/2024,240,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,high,8,17,126,37,16.3,2475.6,3.7,24.7,100.5,74.7,42,0,0.3,17.1,0.293,5.3,2.64,0.3,5.44
1_demultiplex.bc1015--bc1101.hifi_reads,E8,1,sample,9HF.01,9HF.01.04,NA,NA,51.546639,-1.275528,892.73,584.76,959.69,80,877.46,545.27,800,4,4,"4,4",,,26,9,2024,01/01/2024,26/09/2024,269,group_2_2nd ,NA,seed_wheat,NA,OSR,NA,group_3 ,NA,Poppy,NA,NA,NA,NA,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,NA,Per crop requirements,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Tillage,Loamy,lime-rich,7.7,21.8,106,101,10.7,3545.5,3.8,4.8,64.8,143.6,52.2,0,0.3,24.6,0.534,7.07,4.35,0.558,7.37
1_demultiplex.bc1015--bc1105.hifi_reads,E9,1,sample,9HF.01,9HF.01.12,NA,NA,51.546639,-1.275528,892.73,584.76,959.69,80,877.46,545.27,800,2,9,"2,9",,,26,9,2024,01/01/2024,26/09/2024,269,group_2_2nd ,NA,seed_wheat,NA,OSR,NA,group_3 ,NA,Poppy,NA,NA,NA,NA,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,NA,Per crop requirements,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Tillage,Loamy,lime-rich,7.7,21.8,106,101,10.7,3545.5,3.8,4.8,64.8,143.6,52.2,0,0.3,24.6,0.534,7.07,4.35,0.558,7.37
1_demultiplex.bc1015--bc1107.hifi_reads,E10,1,sample,9HF.01,9HF.01.20,NA,NA,51.546639,-1.275528,892.73,584.76,959.69,80,877.46,545.27,800,10,10,"10,10",,,26,9,2024,01/01/2024,26/09/2024,269,group_2_2nd ,NA,seed_wheat,NA,OSR,NA,group_3 ,NA,Poppy,NA,NA,NA,NA,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,NA,Per crop requirements,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Tillage,Loamy,lime-rich,7.7,21.8,106,101,10.7,3545.5,3.8,4.8,64.8,143.6,52.2,0,0.3,24.6,0.534,7.07,4.35,0.558,7.37
1_demultiplex.bc1015--bc1110.hifi_reads,E11,1,sample,4LQ.02,4LQ.02.07,NA,NA,51.22593,1.22016,481.08,388.16,601.59,55,444.68,313.29,550,7,7,"7,7",,,20,8,2024,01/01/2024,20/08/2024,232,winter_wheat,NA,winter_oats,NA,winter_wheat,NA,winter_wheat,NA,winter_beans,NA,NA,NA,Common wheat/bread wheat; Heritage wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,NA,NA,Yes,NA,NA,NA,NA,Every three years,Yes,NA,NA,No,No tillage,Loamy,lime-rich,8,71.6,294,46,12.4,2659,6,9.9,97.1,113.9,44.8,0,0.5,18.9,0.333,6.62,3.1,0.343,6.83
1_demultiplex.bc1015--bc1112.hifi_reads,E12,1,gt_control,S2,S2,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1_demultiplex.bc1020--bc1082.hifi_reads,F2,1,sample,4QG.03,4QG.03.01,NA,NA,51.264389,-0.35525,298.63,193.87,347.32,30,275.96,165.01,300,1,1,"1,1",,,28,8,2024,01/01/2024,28/08/2024,240,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,lime-rich,7.3,32.8,247,96,22.4,2924.2,5,6.9,143.8,241.9,62.5,0,1,21.1,0.164,1.86,2.32,0.168,1.9
1_demultiplex.bc1020--bc1083.hifi_reads,F3,1,sample,4QG.03,4QG.03.09,NA,NA,51.264389,-0.35525,298.63,193.87,347.32,30,275.96,165.01,300,9,9,"9,9",,,28,8,2024,01/01/2024,28/08/2024,240,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,lime-rich,7.3,32.8,247,96,22.4,2924.2,5,6.9,143.8,241.9,62.5,0,1,21.1,0.164,1.86,2.32,0.168,1.9
1_demultiplex.bc1020--bc1089.hifi_reads,F4,1,sample,4QG.03,4QG.03.17,NA,NA,51.264389,-0.35525,298.63,193.87,347.32,30,275.96,165.01,300,7,4,"7,4",,,28,8,2024,01/01/2024,28/08/2024,240,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,lime-rich,7.3,32.8,247,96,22.4,2924.2,5,6.9,143.8,241.9,62.5,0,1,21.1,0.164,1.86,2.32,0.168,1.9
1_demultiplex.bc1020--bc1096.hifi_reads,F5,1,sample,4QG.02,4QG.02.04,NA,NA,51.260778,-0.35475,215.07,148.13,243.37,22,195.51,125.37,220,4,4,"4,4",,,28,8,2024,01/01/2024,28/08/2024,240,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,high,8,17,126,37,16.3,2475.6,3.7,24.7,100.5,74.7,42,0,0.3,17.1,0.293,5.3,2.64,0.3,5.44
1_demultiplex.bc1020--bc1098.hifi_reads,F6,1,sample,4QG.02,4QG.02.12,NA,NA,51.260778,-0.35475,215.07,148.13,243.37,22,195.51,125.37,220,2,9,"2,9",,,28,8,2024,01/01/2024,28/08/2024,240,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,high,8,17,126,37,16.3,2475.6,3.7,24.7,100.5,74.7,42,0,0.3,17.1,0.293,5.3,2.64,0.3,5.44
1_demultiplex.bc1020--bc1100.hifi_reads,F7,1,sample,4QG.02,4QG.02.20,NA,NA,51.260778,-0.35475,215.07,148.13,243.37,22,195.51,125.37,220,10,1,"10,1",,,28,8,2024,01/01/2024,28/08/2024,240,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,high,8,17,126,37,16.3,2475.6,3.7,24.7,100.5,74.7,42,0,0.3,17.1,0.293,5.3,2.64,0.3,5.44
1_demultiplex.bc1020--bc1101.hifi_reads,F8,1,sample,9HF.01,9HF.01.05,NA,NA,51.546639,-1.275528,892.73,584.76,959.69,80,877.46,545.27,800,5,5,"5,5",,,26,9,2024,01/01/2024,26/09/2024,269,group_2_2nd ,NA,seed_wheat,NA,OSR,NA,group_3 ,NA,Poppy,NA,NA,NA,NA,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,NA,Per crop requirements,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Tillage,Loamy,lime-rich,7.7,21.8,106,101,10.7,3545.5,3.8,4.8,64.8,143.6,52.2,0,0.3,24.6,0.534,7.07,4.35,0.558,7.37
1_demultiplex.bc1020--bc1105.hifi_reads,F9,1,sample,9HF.01,9HF.01.13,NA,NA,51.546639,-1.275528,892.73,584.76,959.69,80,877.46,545.27,800,3,8,"3,8",,,26,9,2024,01/01/2024,26/09/2024,269,group_2_2nd ,NA,seed_wheat,NA,OSR,NA,group_3 ,NA,Poppy,NA,NA,NA,NA,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,NA,Per crop requirements,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Tillage,Loamy,lime-rich,7.7,21.8,106,101,10.7,3545.5,3.8,4.8,64.8,143.6,52.2,0,0.3,24.6,0.534,7.07,4.35,0.558,7.37
1_demultiplex.bc1020--bc1107.hifi_reads,F10,1,farmer_kit,9HF.01,9HF.210.FK,210,SFK,51.546639,-1.275528,892.73,584.76,959.69,80,877.46,545.27,800,NA,NA,NA,,,26,9,2024,01/01/2024,26/09/2024,269,group_2_2nd ,NA,seed_wheat,NA,OSR,NA,group_3 ,NA,Poppy,NA,NA,NA,NA,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,NA,Per crop requirements,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Tillage,Loamy,lime-rich,7.7,21.8,106,101,10.7,3545.5,3.8,4.8,64.8,143.6,52.2,0,0.3,24.6,0.534,7.07,4.35,0.558,7.37
1_demultiplex.bc1020--bc1110.hifi_reads,F11,1,sample,4LQ.02,4LQ.02.08,NA,NA,51.22593,1.22016,481.08,388.16,601.59,55,444.68,313.29,550,8,8,"8,8",,,20,8,2024,01/01/2024,20/08/2024,232,winter_wheat,NA,winter_oats,NA,winter_wheat,NA,winter_wheat,NA,winter_beans,NA,NA,NA,Common wheat/bread wheat; Heritage wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,NA,NA,Yes,NA,NA,NA,NA,Every three years,Yes,NA,NA,No,No tillage,Loamy,lime-rich,8,71.6,294,46,12.4,2659,6,9.9,97.1,113.9,44.8,0,0.5,18.9,0.333,6.62,3.1,0.343,6.83
1_demultiplex.bc1020--bc1112.hifi_reads,F12,1,gt_control,S3,S3,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1_demultiplex.bc1022--bc1076.hifi_reads,G1,1,sample,2AY.01,2AY.01.17,NA,NA,53.17379,-0.37644,1020,344.97,1050,90,980.12,327.9,900,7,4,"7,4",,,7,8,2024,01/01/2024,08/07/2024,219,group_1,NA,oats,vetch,2nd_wheat,NA,group_1,NA,OSR,NA,NA,NA,Crusoe; skyscraper; crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Tillage,Peaty,low to high,7.4,27.6,294,221,14.7,4765.9,4.3,7.8,41,393.3,760.6,0,0.3,34.7,0.582,7.86,5.7,0.615,8.31
1_demultiplex.bc1022--bc1082.hifi_reads,G2,1,sample,4QG.03,4QG.03.02,NA,NA,51.264389,-0.35525,298.63,193.87,347.32,30,275.96,165.01,300,2,2,"2,2",,,28,8,2024,01/01/2024,28/08/2024,240,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,lime-rich,7.3,32.8,247,96,22.4,2924.2,5,6.9,143.8,241.9,62.5,0,1,21.1,0.164,1.86,2.32,0.168,1.9
1_demultiplex.bc1022--bc1083.hifi_reads,G3,1,sample,4QG.03,4QG.03.10,NA,NA,51.264389,-0.35525,298.63,193.87,347.32,30,275.96,165.01,300,10,10,"10,10",,,28,8,2024,01/01/2024,28/08/2024,240,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,lime-rich,7.3,32.8,247,96,22.4,2924.2,5,6.9,143.8,241.9,62.5,0,1,21.1,0.164,1.86,2.32,0.168,1.9
1_demultiplex.bc1022--bc1089.hifi_reads,G4,1,sample,4QG.03,4QG.03.18,NA,NA,51.264389,-0.35525,298.63,193.87,347.32,30,275.96,165.01,300,8,3,"8,3",,,28,8,2024,01/01/2024,28/08/2024,240,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,lime-rich,7.3,32.8,247,96,22.4,2924.2,5,6.9,143.8,241.9,62.5,0,1,21.1,0.164,1.86,2.32,0.168,1.9
1_demultiplex.bc1022--bc1096.hifi_reads,G5,1,sample,4QG.02,4QG.02.05,NA,NA,51.260778,-0.35475,215.07,148.13,243.37,22,195.51,125.37,220,5,5,"5,5",,,28,8,2024,01/01/2024,28/08/2024,240,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,high,8,17,126,37,16.3,2475.6,3.7,24.7,100.5,74.7,42,0,0.3,17.1,0.293,5.3,2.64,0.3,5.44
1_demultiplex.bc1022--bc1098.hifi_reads,G6,1,sample,4QG.02,4QG.02.13,NA,NA,51.260778,-0.35475,215.07,148.13,243.37,22,195.51,125.37,220,3,8,"3,8",,,28,8,2024,01/01/2024,28/08/2024,240,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,high,8,17,126,37,16.3,2475.6,3.7,24.7,100.5,74.7,42,0,0.3,17.1,0.293,5.3,2.64,0.3,5.44
1_demultiplex.bc1022--bc1100.hifi_reads,G7,1,farmer_kit,4QG.02,4QG.2.26.FK,26,SFK,51.260778,-0.35475,215.07,148.13,243.37,22,195.51,125.37,220,NA,NA,NA,,,28,8,2024,01/01/2024,28/08/2024,240,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,high,8,17,126,37,16.3,2475.6,3.7,24.7,100.5,74.7,42,0,0.3,17.1,0.293,5.3,2.64,0.3,5.44
1_demultiplex.bc1022--bc1101.hifi_reads,G8,1,sample,9HF.01,9HF.01.06,NA,NA,51.546639,-1.275528,892.73,584.76,959.69,80,877.46,545.27,800,6,6,"6,6",,,26,9,2024,01/01/2024,26/09/2024,269,group_2_2nd ,NA,seed_wheat,NA,OSR,NA,group_3 ,NA,Poppy,NA,NA,NA,NA,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,NA,Per crop requirements,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Tillage,Loamy,lime-rich,7.7,21.8,106,101,10.7,3545.5,3.8,4.8,64.8,143.6,52.2,0,0.3,24.6,0.534,7.07,4.35,0.558,7.37
1_demultiplex.bc1022--bc1105.hifi_reads,G9,1,sample,9HF.01,9HF.01.14,NA,NA,51.546639,-1.275528,892.73,584.76,959.69,80,877.46,545.27,800,4,7,"4,7",,,26,9,2024,01/01/2024,26/09/2024,269,group_2_2nd ,NA,seed_wheat,NA,OSR,NA,group_3 ,NA,Poppy,NA,NA,NA,NA,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,NA,Per crop requirements,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Tillage,Loamy,lime-rich,7.7,21.8,106,101,10.7,3545.5,3.8,4.8,64.8,143.6,52.2,0,0.3,24.6,0.534,7.07,4.35,0.558,7.37
1_demultiplex.bc1022--bc1107.hifi_reads,G10,1,sample,4LQ.02,4LQ.02.01,NA,NA,51.22593,1.22016,481.08,388.16,601.59,55,444.68,313.29,550,1,1,"1,1",,,20,8,2024,01/01/2024,20/08/2024,232,winter_wheat,NA,winter_oats,NA,winter_wheat,NA,winter_wheat,NA,winter_beans,NA,NA,NA,Common wheat/bread wheat; Heritage wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,NA,NA,Yes,NA,NA,NA,NA,Every three years,Yes,NA,NA,No,No tillage,Loamy,lime-rich,8,71.6,294,46,12.4,2659,6,9.9,97.1,113.9,44.8,0,0.5,18.9,0.333,6.62,3.1,0.343,6.83
1_demultiplex.bc1022--bc1110.hifi_reads,G11,1,sample,4LQ.02,4LQ.02.09,NA,NA,51.22593,1.22016,481.08,388.16,601.59,55,444.68,313.29,550,9,9,"9,9",,,20,8,2024,01/01/2024,20/08/2024,232,winter_wheat,NA,winter_oats,NA,winter_wheat,NA,winter_wheat,NA,winter_beans,NA,NA,NA,Common wheat/bread wheat; Heritage wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,NA,NA,Yes,NA,NA,NA,NA,Every three years,Yes,NA,NA,No,No tillage,Loamy,lime-rich,8,71.6,294,46,12.4,2659,6,9.9,97.1,113.9,44.8,0,0.5,18.9,0.333,6.62,3.1,0.343,6.83
1_demultiplex.bc1024--bc1082.hifi_reads,H2,1,sample,4QG.03,4QG.03.03,NA,NA,51.264389,-0.35525,298.63,193.87,347.32,30,275.96,165.01,300,3,3,"3,3",,,28,8,2024,01/01/2024,28/08/2024,240,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,lime-rich,7.3,32.8,247,96,22.4,2924.2,5,6.9,143.8,241.9,62.5,0,1,21.1,0.164,1.86,2.32,0.168,1.9
1_demultiplex.bc1024--bc1083.hifi_reads,H3,1,sample,4QG.03,4QG.03.11,NA,NA,51.264389,-0.35525,298.63,193.87,347.32,30,275.96,165.01,300,1,10,"1,10",,,28,8,2024,01/01/2024,28/08/2024,240,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,lime-rich,7.3,32.8,247,96,22.4,2924.2,5,6.9,143.8,241.9,62.5,0,1,21.1,0.164,1.86,2.32,0.168,1.9
1_demultiplex.bc1024--bc1089.hifi_reads,H4,1,sample,4QG.03,4QG.03.19,NA,NA,51.264389,-0.35525,298.63,193.87,347.32,30,275.96,165.01,300,9,2,"9,2",,,28,8,2024,01/01/2024,28/08/2024,240,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,lime-rich,7.3,32.8,247,96,22.4,2924.2,5,6.9,143.8,241.9,62.5,0,1,21.1,0.164,1.86,2.32,0.168,1.9
1_demultiplex.bc1024--bc1096.hifi_reads,H5,1,sample,4QG.02,4QG.02.06,NA,NA,51.260778,-0.35475,215.07,148.13,243.37,22,195.51,125.37,220,6,6,"6,6",,,28,8,2024,01/01/2024,28/08/2024,240,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,high,8,17,126,37,16.3,2475.6,3.7,24.7,100.5,74.7,42,0,0.3,17.1,0.293,5.3,2.64,0.3,5.44
1_demultiplex.bc1024--bc1098.hifi_reads,H6,1,sample,4QG.02,4QG.02.14,NA,NA,51.260778,-0.35475,215.07,148.13,243.37,22,195.51,125.37,220,4,7,"4,7",,,28,8,2024,01/01/2024,28/08/2024,240,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,high,8,17,126,37,16.3,2475.6,3.7,24.7,100.5,74.7,42,0,0.3,17.1,0.293,5.3,2.64,0.3,5.44
